2021_06_06_1634	9999	0	0
2021_06_06_1634	19999	0	0
2021_06_06_1634	29999	0	0
2021_06_06_1634	39999	0	0
2021_06_06_1634	49999	0	0
2021_06_06_1717	9999	0	0
2021_06_06_1717	19999	0	0
2021_06_06_1717	29999	0	0
2021_06_06_1717	39999	0	0
2021_06_06_1718	9999	0	0
2021_06_06_1718	19999	0	0
2021_06_06_1718	29999	0	0
2021_06_06_1718	39999	0	0
2021_06_06_1720	9999	0	0
2021_06_06_1720	19999	0	0
2021_06_06_1720	29999	0	0
2021_06_06_1720	39999	0	0
2021_06_06_1721	49999	0	0
2021_06_06_1822	9999	0	0
2021_06_06_1822	19999	0	0
2021_06_06_1822	29999	0	0
2021_06_06_1823	39999	0	0
2021_06_06_1823	49999	0	0
2021_06_06_2008	9999	0	0
2021_06_06_2008	19999	0	0
2021_06_06_2008	29999	0	0
2021_06_06_2009	39999	0	0
2021_06_06_2009	49999	0	0
2021_06_06_2011	59999	0.10343699157238007	-0.011195505037903786
2021_06_06_2013	69999	0.0003869270731229335	0.003281841054558754
2021_06_06_2015	79999	0.002850194927304983	0.023676792159676552
2021_06_06_2016	89999	0.00015374891518149525	0.0149202486500144
2021_06_06_2018	99999	8.285590593004599e-05	0.04593518376350403
2021_06_06_2020	109999	0.00016636417421977967	0.04330392926931381
2021_06_06_2020	9999	0	0
2021_06_06_2022	119999	0.0012148750247433782	0.07072704285383224
2021_06_06_2020	19999	0	0
2021_06_06_2020	29999	0	0
2021_06_06_2020	39999	0	0
2021_06_06_2021	49999	0	0
2021_06_06_2024	129999	0.00019653383060358465	0.00508465152233839
2021_06_06_2023	59999	0.008037234656512737	-0.14124752581119537
2021_06_06_2024	69999	0.001571050612255931	-0.1236128956079483
2021_06_06_2026	79999	0.0014978712424635887	-0.11106225848197937
2021_06_06_2028	89999	0.0006409832276403904	-0.10013222694396973
2021_06_06_2029	99999	0.0004144223057664931	-0.049524832516908646
2021_06_06_2031	109999	0.0005572933005169034	-0.04746082052588463
2021_06_06_2033	119999	0.013183554634451866	-0.07761164754629135
2021_06_06_2034	129999	0.00023551771300844848	-0.07147544622421265
2021_06_06_2036	139999	0.00035528227454051375	-0.053150564432144165
2021_06_06_2038	149999	0.0003650045837275684	-0.0478779561817646
2021_06_06_2039	159999	0.00020244429470039904	0.01920866221189499
2021_06_06_2041	169999	0.0010724507737904787	-0.01992577686905861
2021_06_06_2042	179999	0.00016787531785666943	0.03636275231838226
2021_06_06_2044	189999	0.00019296827667858452	0.07503865659236908
2021_06_06_2046	199999	0.00019472990243230015	0.08776883780956268
2021_06_06_2048	209999	0.0002397487114649266	0.08005602657794952
2021_06_06_2049	219999	0.0002436047070659697	0.1539188027381897
2021_06_06_2051	229999	0.0002863329427782446	0.05858602374792099
2021_06_06_2053	239999	0.0015512461541220546	0.18797484040260315
2021_06_06_2055	249999	0.0002190468367189169	0.1345587521791458
2021_06_06_2056	259999	0.004450080916285515	0.18982210755348206
2021_06_06_2058	269999	0.0006529607926495373	0.18226569890975952
2021_06_06_2100	279999	0.0006430810317397118	0.16091880202293396
2021_06_06_2102	289999	0.0003055980778299272	0.049737460911273956
2021_06_06_2104	299999	0.0007871476118452847	0.21154144406318665
2021_06_06_2105	309999	0.0010235013905912638	0.3269863426685333
2021_06_06_2107	319999	0.006128585431724787	0.2527744174003601
2021_06_06_2109	329999	0.0008481300319544971	0.28233930468559265
2021_06_06_2110	339999	0.0007624035933986306	0.31542307138442993
2021_06_06_2112	349999	0.0007912494475021958	0.30846932530403137
2021_06_06_2114	359999	0.004840004723519087	0.34679004549980164
2021_06_06_2116	369999	0.0014006781857460737	0.4276864528656006
2021_06_06_2118	379999	0.00203898036852479	0.39765122532844543
2021_06_06_2119	389999	0.0019122104858979583	0.5344518423080444
2021_06_06_2121	399999	0.000772699888329953	0.5148050785064697
2021_06_06_2123	409999	0.0015820349799469113	0.46091538667678833
2021_06_06_2125	419999	0.0036597992293536663	0.5155316591262817
2021_06_06_2127	429999	0.001768687623552978	0.7440967559814453
2021_06_06_2129	439999	0.0016734735108911991	0.6832417249679565
2021_06_06_2131	449999	0.002052323892712593	0.6912058591842651
2021_06_06_2132	459999	0.018893685191869736	0.49380719661712646
2021_06_06_2134	469999	0.004633670672774315	0.700471043586731
2021_06_06_2136	479999	0.003718944266438484	0.6397296190261841
2021_06_06_2138	489999	0.004285215865820646	0.8297346830368042
2021_06_06_2140	499999	0.004058554768562317	0.8083865642547607
2021_06_06_2142	509999	0.0021425681188702583	0.7722729444503784
2021_06_06_2143	519999	0.023163801059126854	0.840634822845459
2021_06_06_2145	529999	0.003941940609365702	0.8059865236282349
2021_06_06_2147	539999	0.00392324710264802	0.949010968208313
2021_06_06_2149	549999	0.0019987761043012142	0.7917919754981995
2021_06_06_2151	559999	0.0015833167126402259	0.9396852254867554
2021_06_06_2153	569999	0.009450647979974747	0.857090413570404
2021_06_06_2154	579999	0.0018219733610749245	1.0124852657318115
2021_06_06_2156	589999	0.0024517541751265526	0.7900671362876892
2021_06_06_2158	599999	0.007835596799850464	0.9296168684959412
2021_06_06_2200	609999	0.013908101245760918	0.8406929969787598
2021_06_06_2202	619999	0.0019241494592279196	1.052743911743164
2021_06_06_2204	629999	0.0022407860960811377	1.063368320465088
2021_06_06_2206	639999	0.002370500238612294	0.9208058714866638
2021_06_06_2208	649999	0.0019101356156170368	1.0087766647338867
2021_06_06_2210	659999	0.008832781575620174	1.078484296798706
2021_06_06_2211	669999	0.002186204306781292	1.0905609130859375
2021_06_06_2213	679999	0.013216380029916763	0.9954811334609985
2021_06_06_2215	689999	0.002496651140972972	1.0591795444488525
2021_06_06_2217	699999	0.0017858096398413181	0.9955159425735474
2021_06_06_2219	709999	0.001277208561077714	1.1033809185028076
2021_06_06_2221	719999	0.003254788229241967	0.8662726283073425
2021_06_06_2223	729999	0.0018832017667591572	0.9151796102523804
2021_06_06_2224	739999	0.0011852649040520191	1.231756567955017
